Hauptartikelnr;Artikelname;Hersteller;Beschreibung;Materialangaben;Geschlecht;Produktart;Ärmel;Bein;Kragen;Herstellung;Taschenart;Grammatur;Material;Ursprungsland;Bildname
SF550;"Ladies Shirt";SkinniFit;"Lang geschnittenes Shirt, Doppelnähte an Armausschnitten und Seitennähten, Geschwungener Saum, Farblich abgestimmte Knöpfe, Rückenpasse ohne Falte, Doppelte Knöpfe an den Bündchen, Hochkrempelbare Ärmel mit Befestigungsknopf";"65% Baumwolle / 35% Polyester";Damen;Blusen;Langarm;;;Konventionell;;"110 g/m²";Polyestergemisch;BD;sf550.jpg
SF61;"Ladies Slimfit Lounge Pant";SkinniFit;"Single Jersey, Zugband im Bund, Bootcut-Fit, Elasthan-Anteil für gute Passform, Rückseitige Tasche";"96% Baumwolle / 4% Elasthan";Damen;Jogginghosen;;Lang;;Konventionell;;"220 g/m²";Baumwolle;BD;sf61.jpg
SF62;"Ladies Shorts";SkinniFit;"Bund mit Zugband, Elasthan-Anteil für optimale Passform, Sehr körperbetonend, Single-Jersey";"96% Baumwolle / 4% Elasthan";Damen;Shorts;;Kurz;;Konventionell;;"220 g/m²";Baumwolle;BD;sf62.jpg
SF64;Leggings;SkinniFit;"Elastischer Bund, Single Jersey";"96% Baumwolle / 4% Elasthan";Damen;Jogginghosen;;Lang;;Konventionell;;"190 g/m²";Baumwolle;BD;sf64.jpg
SF67;"Ladies Slounge Pant";SkinniFit;"Doppelt umgeschlagenes Taillenband, Zugband am Hosenbund, Bänder am Beinsaum zum Verkürzen der Hose auf 3/4-Länge";"90% Baumwolle / 10% Elasthan";Damen;Freizeithose;;;;Konventionell;;"200 g/m²";Baumwollgemisch;BD;sf67.jpg
SF69;"Ladies Retro Shorts";SkinniFit;"Entfernbares SF (Skinnifit) Label, Single-Jersey, Damen Retro-Short mit Kontrastbündchen und Kordel, Elastischer Hosenbund, Gemäß Worldwide Responsible Accredited Production (WRAP) zertifizierte Herstellung";"100% Baumwolle (Heather Grey: 85% Baumwolle / 15% Viskose)";Damen;Shorts;Kurzarm;;;;;"220 g/m²";Baumwolle;BD;sf69.jpg
SFM101;"Mens Stretch T";SkinniFit;"Moderne Passform durch Elasthan-Anteil, Schmale Krageneinfassung, Doppelnähte, Moderne schmale Krageneinfassung";"96% Baumwolle / 4% Elasthan (Heather Grey: 80% Baumwolle / 15% Viskose / 5% Elasthan)";Herren;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"190 g/m²";Baumwolle;BD;sfm101.jpg
SFM103;"Mens Stretch Tank";SkinniFit;"Elasthan-Anteil für gute Passform, Eng anliegend";"96% Baumwolle / 4% Elasthan (Heather Grey 80% Baumwolle / 15% Viskose / 5% Elasthan)";Herren;T-Shirts;Ärmellos;;Boat-Neck;Konventionell;;"190 g/m²";Baumwolle;BD;sfm103.jpg
SFM105;"Mens Stretch Sleeveless T";SkinniFit;"Elasthan-Anteil für gute Passform, Modischer Schnitt";"96% Baumwolle / 4% Elasthan";Herren;T-Shirts;Ärmellos;;Rundhals;Konventionell;;"190 g/m²";Baumwolle;BD;sfm105.jpg
SFM111;"Mens Stretch Long Sleeved T";SkinniFit;"Doppelnähte an Kragen und Bündchen, Elasthan-Anteil für gute Passform";"96% Baumwolle / 4% Elasthan (Heather Grey: 80% Baumwolle / 15% Viskose / 5% Elasthan)";Herren;T-Shirts;Langarm;;Rundhals;Konventionell;;"190 g/m²";Baumwolle;BD;sfm111.jpg
SFM121;"Mens Feel Good Stretch T";SkinniFit;"Entfernbares SF (Skinnifit)-Label, Rundhalsausschnitt im Ripp-Muster mit Nackenband, Enzymgewaschen für einzigartig weiches Tragegefühl, Moderner. langer Schnitt, Doppelte Nähte an Ärmeln und Saum, SkinnifitFerienprogramm";"96% Baumwolle / 4% Elasthan (Heather Grey: 81% Baumwolle / 15% Viskose / 4% Elasthan)";Herren;T-Shirts;Kurzarm;;Rundhals;;;"165 g/m²";Baumwollgemisch;BD;sfm121.jpg
SFM122;"Mens Feel Good Stretch V-Neck T";SkinniFit;"Stretch-T-Shirts mit V-Ausschnitt, Enzymwaschung für ein einzigartiges weiches Tragegefühl, Entfernbares SF (Skinnifit) Label, Moderne. lange Passform, Doppelnahtverarbeitung an Ärmeln und Bund, Ripp-Ausschnitt mit Nackenband";"96% Baumwolle / 4% Elasthan (Heather Grey: 81% Baumwolle / 15% Viskose / 4% Elasthan)";Herren;T-Shirts;Kurzarm;;V-Ausschnitt;;;"165 g/m²";Baumwollgemisch;BD;sfm122.jpg
SFM124;"Mens Feel Good Long Sleeved Stretch T";SkinniFit;"Entfernbares SF (Skinnifit) Label, Ripp-Rundhalsausschnitt mit Nackenband, Enzymgewaschen für einzigartig weiches Anfassgefühl, Moderner, langer Schnitt, Doppelte Nähte an Ärmeln und Saum";"96% Baumwolle / 4% Elasthan (Heather Blue: 65% Polyester / 30% Baumwolle / 5% Elasthan, Heather Grey: 81% Baumwolle / 15% Viskose / 4% Elasthan)";Herren;T-Shirts;Langarm;;Rundhals;;;"165 g/m²";Baumwollgemisch;BD;sfm124.jpg
SFM125;"Men`s Feel Good Roll Neck Top";SkinniFit;"Abreißetikett, Abgesetzter Rollkragen, Enzym-Waschung für einzigartig weiche Haptik, Modern schmale Longline-Passform, Langärmelig, Doppelnähte an Ärmeln und Saum";;Herren;T-Shirts;Langarm;;Rollkragen;;;;Baumwollgemisch;;sfm125.jpg
SFM161;"Mens Triblend T";SkinniFit;"Tear-out Skinnifit-Label, Triblend für Komfort, Formerhalt und Sitz, Rundhalsausschnitt im Rippenmuster mit Nackenband, Moderner langer Schnitt, Doppelte Nähte und Saum, Entspricht Damen SK161 Triblend T-Shirt";"50% Polyester / 25% Baumwolle / 25% Viskose (Black Triblend: 45% Baumwolle / 35% Viskose / 20% Polyester, Grey Triblend: 57% Baumwolle / 33% Viskose / 10% Polyester)";Herren;T-Shirts;Ärmellos;;Rundhals;;;"140 g/m²";Polyestergemisch;BD;sfm161.jpg
SFM202;"Unisex Striped T";SkinniFit;"Tear-Away-Label, Unisex-Style. Normale Passform, Elastischer-Rippenhalssauschnitt. S/J-Nackenband hinten, Doppelnaht";;Herren;T-Shirts;Kurzarm;;Rundhals;;;;Baumwollgemisch;;sfm202.jpg
SFM223;"Men´s Wide V-Neck T-Shirt";SkinniFit;"Single Jersey, Weiter V-Ausschnitt, offene Säume an Ärmeln und Kragen, Doppelnähte, Abtrennbares Skinni Fit Label";"100% Baumwolle";Herren;T-Shirts;Kurzarm;;V-Ausschnitt;;;"140 g/m²";Baumwolle;BD;sfm223.jpg
SFM232;"Mens High Neck Slash Armhole Vest";SkinniFit;"Entfernbares SF (Skinnifit) Label, Ripp-Rundhalsausschnitt, Armloch und Saum mit offen verarbeiteten Schnittkanten, Entspricht Damen Vest SF232 mit Stehkragen und geschnittenem Armloch";"60% Baumwolle / 40% Polyester (Heather Grey: 85% Baumwolle / 15% Viskose)";Herren;T-Shirts;Ärmellos;;Rundhals;;;"140 g/m²";Baumwollgemisch;BD;sfm232.jpg
SFM236;"Mens Muscle Vest";SkinniFit;"Entfernbares SF (Skinnifit) Label, Racerback, Lang geschnitten, Abgesetzte Einfassung des Halsausschnitts und der Armlöcher, Gerader Saum mit Doppelnaht";"60% Baumwolle / 40% Polyester (Heather Grey: 85% Baumwolle / 15% Viskose)";Herren;T-Shirts;Ärmellos;;Boat-Neck;;;"140 g/m²";Baumwollgemisch;BD;sfm236.jpg
SFM251;"Mens Long Sleeved Hooded T";SkinniFit;"Doppelnähte, Zugband an Kapuze";"100% Baumwolle (Heather Grey: 85% Baumwolle / 15% Viskose)";Herren;T-Shirts;Langarm;;"Mit Kapuze";Konventionell;;"140 g/m²";Baumwolle;BD;sfm251.jpg
SFM258;"Men`s Longline T-Shirts With Dipped Hem";SkinniFit;"SF-Abreißetikett (Skinnifit), Normale Passform an Brust und Schultern, Extra lang. mit längerem Saum hinten, Doppelnähte, Geripptes Stretchmaterial am Halsausschnitt, Single-Jersey";;Herren;T-Shirts;Kurzarm;;Rundhals;;;;Baumwolle;;sfm258.jpg
SFM271;"Mens Long Sleeved Baseball T";SkinniFit;"Entfernbares SF (Skinnifit) Label, Kontrast-Raglan-Ärmel und Ripp-Rundhalsausschnitt mit Nackenband, Lang geschnitten, Runder Saum mit Doppelnaht";"100% Baumwolle (Heather Grey: 85% Baumwolle / 15% Viskose)";Herren;T-Shirts;Langarm;;Rundhals;;;"140 g/m²";Baumwolle;BD;sfm271.jpg
SFM28;"Mens Microfleece Jacket";SkinniFit;"100% Microfleece, Flatlock-Nähte für erhöhten Tragekomfort, Sehr leichte, superweiche und dehnbare Fleece-Jacke mit Antipilling-Ausstattung, Seitentaschen mit Reißverschluss, Sportliche Abnäher an den Seiten und unter den Armen";"100% Polyester";Herren;Jacken;Langarm;;"Ohne Kapuze";Konventionell;;"200 g/m²";Fleece;BD;sfm28.jpg
SFM281;"Mens Slub T";SkinniFit;"Noppengarn, Modisch schmal gerippter Halsausschnitt, Figurbetont";"100% Baumwolle";Herren;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"140 g/m²";Baumwolle;BD;sfm281.jpg
SFM291;"Men´s Fleck T";SkinniFit;"Meliert, Modisch schmaler Ripp-Strick-Halsausschnitt, Körperbetont";"Weiß: 90% Baumwolle / 10% Polyester, Black: 97% Baumwolle, 3% Polyester- Charcoal: 75% Polyester / 25% Baumwolle";Herren;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"160 g/m²";Baumwollgemisch;BD;sfm291.jpg
SFM42;"Mens Short Sleeve Stretch Polo";SkinniFit;"Micro-Piqué Polo mit Elasthan-Anteil für perfekte Passform, Seitenschlitze, Verstärkter Stehkragen, Verkürzte Ärmel, Zwei gleichfarbige Knöpfe";"96% Baumwolle / 4% Elasthan";Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"200 g/m²";Baumwolle;BD;sfm42.jpg
SFM425;"Mens Slim Cuffed Jogger";SkinniFit;"Entfernbares SF (Skinnifit) Label, Ripp-Bündchen und -Taillenbund, Flaches Zugband, Gestickten Ösen, Zwei gerundete Seitentaschen, Entspricht Damen SF425 und Kinder SM425";"60% Baumwolle / 40% Polyester (Heather Grey: 75% Baumwolle / 20% Polyester / 5% Viskose)";Herren;Jogginghosen;;;;;;"250 g/m²";Baumwollgemisch;BD;sfm425.jpg
SFM44;"Mens Long Sleeve Stretch Polo";SkinniFit;"2-Knopfleiste, Ärmel in Hemdoptik mit Überschlag und Knopf, Seitenschlitze, Weiches Micro-Piqué, Elastan-Anteil für optimale Passform";"96% Baumwolle / 4% Elasthan";Herren;Poloshirts;Langarm;;Knopfleiste;Konventionell;;"200 g/m²";Baumwolle;BD;sfm44.jpg
SFM440;"Mens Fashion Polo";SkinniFit;"Entfernbares SF (Skinnifit) Label, Schmaler, langer Sitz, Schmaler, abgesetzt eingefasster Kragen mit farblich abgestimmter 3-Knopfleiste, Nackenband, Doppelte Nähte an Saum und Ärmeln, Entspricht Damen SF440";"100% Baumwolle";Herren;Poloshirts;Kurzarm;;Knopfleiste;;;"190 g/m²";Baumwolle;BD;sfm440.jpg
SFM441;"Mens Fashion Polo mit Jacquard-Kontrast";SkinniFit;"Entfernbares SF (Skinnifit) Label, Schmaler, langer Sitz, Schmaler Jacquard-Kragen und -Bündchen, Schmale Knopfleiste mit drei farbabgestimmten Knöpfen, Farbabgestimmtes Nackenband, Gerader Saum mit Doppelnaht";"100% Baumwolle (Heather Grey: 85% Baumwolle / 15% Viskose)";Herren;Poloshirts;Kurzarm;;Knopfleiste;;;"190 g/m²";Baumwolle;BD;sfm441.jpg
SFM47;"Mens Club Polo";SkinniFit;"Baumwoll-Piqué, Knopfleiste mit drei farblich abgestimmten Knöpfen, Ripp-Strick-Kragen und Ärmelbündchen, Samt-Einsätze am Kragen und an den Seitenschlitzen, Verstärkter Stehkragen (hält den ganzen Tag - kann aber auch als normaler Kragen getragen werden), Schlank geschnitten mit verlängertem Rückenteil";"100% Baumwolle";Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"220 g/m²";Baumwolle;PK;sfm47.jpg
SFM48;"Mens Contrast Piped Polo Shirt";SkinniFit;"Breite Knopfleiste, Kontraststreifen an den Ärmeln, am Kragen und um die Knopfleiste herum, Polo-Shirt aus Mikro-Piqué";"96% Baumwolle / 4% Elasthan";Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"200 g/m²";Baumwollgemisch;BD;sfm48.jpg
SFM49;"Mens Thick and Thin Polo Shirt";SkinniFit;"Noppengarn unterschiedlicher Stärke, 2-Knopfleiste, Kontrastfarbiges Nackenband mit detaillierter Ziernaht, Zwei seitliche Belüftungsöffnungen";"100% Baumwolle";Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"200 g/m²";Baumwolle;BD;sfm49.jpg
SFM511;"Unisex Bomber Zip-Through Sweat";SkinniFit;"Tear-out SF (Skinnifit)-Label, Kragen, Bündchen und Taillenband im Rippenmuster, YKK-Reißverschluss vorne, Eingrifftaschen vorne, Nackenband";"80% Baumwolle / 20% Polyester (Heather Grey: 85% Baumwolle / 15% Viskose)";Herren;Jacken;;;;;;"330 g/m²";Baumwollgemisch;PK;sfm511.jpg
SFM512;"Mens Baseball Jacket";SkinniFit;"Abnehmbare, kontrastfarbene Kapuze, Druckkopf-Verschluss, Innen angeraut, Schwere Baseball Jacke";"80% Baumwolle / 20% Polyester";Herren;Sweatjacken;Langarm;;"Abnehmbare Kapuze";Konventionell;;"330 g/m²";Baumwollgemisch;PK;sfm512.jpg
SFM514;"Unisex Drop Shoulder Slogan Top";SkinniFit;"Entfernbares SF (Skinnifit) Label, Übergroß mit heruntergesetztem Armloch für eine optimale Gestaltungsfläche, Halsausschnitt und Bündchen im Rippenmuster mit Ziernaht, Gerade Vorderseite. gesenkter Rückensaum";"100% Baumwolle (Heather Grey: 85% Baumwolle / 15% Viskose)";Herren;Pullover;Langarm;;Rundhals;;;"220 g/m²";Baumwolle;BD;sfm514.jpg
SFM525;"Unisex Slim Fit Sweat";SkinniFit;"Abreißetikett, Seitliche Einsätze mit Ösendetail, Halsausschnitt. Saum und Ärmelabschlüsse in Rippenoptik, Raglanärmel, Ton-in-Ton Ziernahtdetail, Innen angerautes Fleecematerial";;Herren;Pullover;;;Rundhals;;;;Baumwollgemisch;;sfm525.jpg
SFM550;"Men´s Shirt";SkinniFit;"Lang geschnittenes Shirt, Doppelnähte an Armausschnitten und Seitennähten, Geschwungener Saum, Farblich abgestimmte Knöpfe, Rückenpasse ohne Falte";"65% Polyester / 35% Baumwolle";Herren;Hemden;Langarm;;;Konventionell;;"110 g/m²";Polyestergemisch;BD;sfm550.jpg
SFM560;"Men`s Brushed Check Casual Shirt";SkinniFit;"Abreißetikett , Superweiches. schmal geschnittenes Hemd, Schmaler Button-down-Kragen. abgerundeter Saum, Doppelnaht- und Abstepp-Details, Rückenkoller, 1-Knopf-Manschette, Mattglänzende perlmuttartige Knöpfe, Twill. gebürstet";;Herren;Hemden;Langarm;;Button-Down-Kragen;;;;Polyestergemisch;;sfm560.jpg
SFM600;"Men`s Skinni Jeans";SkinniFit;"Abreißetikett, Moderne Passform. auf Einzelhandel abgestimmt. 5-Pocket-Stil, Schlichte Metalldetails mit YKK-Zipper am Hosenschlitz, Doppelnaht-Absteppung, Gürtelschlaufen mit Absteppung, Mit Passe für guten Sitz, Garmentwash-Optik";;Herren;;;;;;;;Baumwollgemisch;;sfm600.jpg
SFM64;"Mens Cargo Shorts";SkinniFit;"Twill, Zwei Gesäßtaschen, Modisch und bequem geschnitten, Reißverschluss und Knopf am Bund";"100% Baumwolle";Herren;Shorts;;Kurz;;Konventionell;;"280 g/m²";Baumwolle;BD;sfm64.jpg
SFM69;"Mens Retro Shorts";SkinniFit;"Entfernbares SF (Skinnifit) Label, Retrolook mit Kontrast-Einfassung und Ziehkordel, Taschen am Seitensaum, Elastischer Taillenbund";"100% Baumwolle (Heather Grey: 85% Baumwolle / 15% Viskose)";Herren;Shorts;;;;;;"250 g/m²";Baumwolle;BD;sfm69.jpg
SG174;"Poncho mit Beutel";"Serie Graffic";"Kapuze, Lieferung in separater Tasche";"100% Polyester";;Jacken;;;;Konventionell;;;Nylon;CN;sg174.jpg
SG174K;"Kids Poncho mit Beutel";"Serie Graffic";"Lieferung mit separater Tasche, Kapuze mit Zugband";"100% Polyester";Kinder;Jacken;;;;Konventionell;;;Nylon;CN;sg174k.jpg
SG303;"New Jersey Cap";"Serie Graffic";"Baumwoll-Jersey, Recyceltes Kunststoffschild, Sechs Segmente, Stretchmaterial, Verstellbarer Klettverschluss";"100% Baumwolle";;Caps;;;;Umweltfreundlich;;;Baumwolle;CN;sg303.jpg
SG377;"Latzschürze Prestige";"Serie Graffic";"Große Tasche auf der Vorderseite, Nackenschlaufe, Twill";"100% Baumwolle";;Schürzen;;;;Konventionell;;"230 g/m²";Baumwolle;CN;sg377.jpg
SG400;"Latzschürze Maestro";"Serie Graffic";"Zwei seitlich angebrachte Taschen, Verstellbare Nackenschlaufe, Baumwoll-Twill";"100% Baumwolle";;Schürzen;;;;Konventionell;;"230 g/m²";Baumwolle;CN;sg400.jpg
SG402;"Schürze Barman";"Serie Graffic";"Tasche auf der rechten Seite, Baumwoll-Twill";"100% Baumwolle";;Schürzen;;;;Konventionell;;"230 g/m²";Baumwolle;CN;sg402.jpg
SG405;"Garten Latzschürze";"Serie Graffic";"Verstellbare Nackenschlaufe, Wasserdichter Knieschutz, Eine große Tasche und eine Handytasche, Stoffbänder zum Binden, Im Schritt offen und überschlagen, Elastische Bändern an den Beinabschlüssen";"100% Baumwolle";;Schürzen;;;;;;;;CN;sg405.jpg
SG406;Gartenschürze;"Serie Graffic";"Verstellbares, elastisches Band an der Taille (4 cm), Wasserdichter Knieschutz, Eine große Tasche und eine Handy-Tasche, Elastische Bänder an den Beinabschlüssen, Im Schritt offen und überschlagen";"100% Baumwolle";;Schürzen;;;;;;;;CN;sg406.jpg
SG463;"City Hat Petitbor";"Serie Graffic";"100% verstärkte Baumwolle, Die Verarbeitung kommt der traditionellen Hutmacherei nahe, Modischer im Trend liegender Hut einschl. 3cm breites festgesticktes Hutband Ton-in-Ton, Drei Größenstufen, Unisex";"100% Baumwolle";;Hüte;;;;Konventionell;;;Baumwolle;CN;sg463.jpg
SG502;"Ladies Baseball Cap";"Serie Graffic";"5-Panel, Low Profile, Klettverschluss, Gesticke Luftlöcher und Schirmunterseite: Pink, Kopfumfang ca. 55 cm";"100% Baumwolle";;Caps;;;;;;;;CN;sg502.jpg
SG503;"Cap Nevada";"Serie Graffic";"Fünf Segmente, Low-Profile, Metallverschluss, Schwere unGebürstete Baumwolle, Verstärkte Stirnpanels für optimale Veredelungsmöglichkeiten";"100% Baumwolle";;Caps;;;;Konventionell;;;Baumwolle;CN;sg503.jpg
SG505;"Running Cap";"Serie Graffic";"Fünf Segmente, Reflexionsstreifen, Verstellbarer Klettverschluss, Zwei seitliche und zwei frontale Netzeinlagen";"100% Polyester";;Caps;;;;Konventionell;;;Polyester;CN;sg505.jpg
SG506;"Nevada Cap Bio";"Serie Graffic";"100% schwere und gebürstete Bio-Baumwolle, Fünf Segmente, Low-Profile, Verstellbarer Klettverschluss";"100% Baumwolle";;Caps;;;;Umweltfreundlich;;;Bio-Baumwolle;CN;sg506.jpg
SG516;"Golf Cap";"Serie Graffic";"Atmungsaktiv, Sechs Segmente";"100% Polyester";;Caps;;;;;;;Polyester;CN;sg516.jpg
SG517;"Polar Hat Alps";"Serie Graffic";"Antipilling, Weicher Griff, Krempe, Warm und bequem";"100% Polyester";;Mützen;;;;;;"260 g/m²";Polyester;CN;sg517.jpg
SG519;"Face Cap";"Serie Graffic";"Schwere gebürstete Baumwolle, Gerader Schirm, Hohe Stirn, 6-Panel, Kunststoffverschluss, Silberner Serie Graffic Sticker auf dem Schirm";"100% Baumwolle";;Caps;;;;;;;;CN;sg519.jpg
SG569;"California Cap";"Serie Graffic";"Leichte gebürstete Baumwolle, Fünf Segmente, Große Stirnfläche, Verstellmöglichkeit durch Metallverschluss + Druckknopf";"100% Baumwolle";;Caps;;;;Konventionell;;;Baumwolle;CN;sg569.jpg
SG569K;"Kids California Cap";"Serie Graffic";"Fünf Segmente, Große Stirnfläche, Verstellmöglichkeit durch Metallverschluss, Leichte gebürstete Baumwolle";"100% Baumwolle";Kinder;Caps;;;;Konventionell;;;Baumwolle;CN;sg569k.jpg
SG570;"California Cap Madame";"Serie Graffic";"Verstellbarer Klettverschluss, spezielle Öffnung (rosa abgestickt) für einen Pferdeschwanz, 100% leichte und Gebürstete Baumwolle, Frontale Innenmarkierung »California Madame», Leicht gewölbter, kürzerer und weicher Mützenschirm ohne Sandwicheinlage, Lowprofil, Mützenschirm-Unterseite und umstickte Lüftösen zart rosa";"100% Baumwolle";Damen;Caps;;;;Konventionell;;;Baumwolle;CN;sg570.jpg
SG594;Twist-Cap;"Serie Graffic";"Leichte gebürstete Baumwolle, 5-Panel-Cap, Low-Profile Schnitt, Vorgeformtes Schild, Klettverschluss";"100% Baumwolle";;Caps;;;;Konventionell;;;Baumwolle;CN;sg594.jpg
SG619;"Paris Cap Prestige Deluxe";"Serie Graffic";"Sechs Segmente, Gestickte Luftlöcher, Sehr hochwertiges Polyester Cap, Klettverschluss";"100% Polyester";;Caps;;;;Konventionell;;;Polyester;CN;sg619.jpg
SG633;"Berlin Cap Prestige de Luxe";"Serie Graffic";"Gebürsteter Baumwoll-Twill, Sehr hochwertiges 6-Panel-Cap, Sandwicheinfassung im Schirm, Metallverschluss, Gestickte Luftlöcher";"100% Baumwolle";;Caps;;;;Konventionell;;;Baumwolle;CN;sg633.jpg
SG654;"Dakota Cap";"Serie Graffic";"Leichte gebürstete Baumwolle, Sechs Segmente, Metallösen und Metallschnalle, Sandwicheinfassung am Schirm, Stirnteil verstärkt";"100% Baumwolle";;Caps;;;;Konventionell;;;Baumwolle;CN;sg654.jpg
SG655;"Dakota Cap Madame";"Serie Graffic";"Mützenschirm-Unterseite und umsticke Luftösen zart rosa, , Sechs Segmente, Spezielle Öffnung (rosa abgestickt) für einen Pferdeschwanz, Verstellbarer Klettverschluss, 100% leichte und gebürstete Baumwolle, Frontale Innenmarkierung ""Dakota Madame"", Kurzer leicht gewölbter Müzenschirm";"100% Baumwolle";Damen;Caps;;;;Konventionell;;;Baumwolle;CN;sg655.jpg
SG681;"Sandwich Oakland 2/Canberra";"Serie Graffic";"Schwere gebürstete Baumwolle, Verstellbare Metallschnalle, Gestickte Luftlöcher, Vorgeformtes Schild, Sechs Segmente, Stirnverstärkung für ideale Bestickungsmöglichkeiten";"100% Baumwolle";;Caps;;;;Konventionell;;;Baumwolle;CN;sg681.jpg
SG689;"Classic Oakland 2";"Serie Graffic";"Schwere gebürstete Baumwolle, Stirnverstärkung für ideale Bestickungsmöglichkeiten, Verstellbare Metallschnalle, Sechs Segmente, Gestickte Luftlöcher";"100% Baumwolle";;Caps;;;;Konventionell;;;Baumwolle;CN;sg689.jpg
SG708;"Click Cap";"Serie Graffic";"Weiche Mikrofaser, Atmungsaktiv, Verstellbarer Klettverschluss, Der Clou: Durch faltbaren Frontschirm lässt sich das Cap problemlos in die Hosentasche stecken, Inkl. separater Tasche!";"100% Polyester";;Caps;;;;Konventionell;;;Polyester;CN;sg708.jpg
SG715;"Bandana Classic";"Serie Graffic";"Quadratisches Bandana";"55% Polyester / 45% Baumwolle";;Caps;;;;Konventionell;;"100 g/m²";Baumwollgemisch;CN;sg715.jpg
SG741;"Cap Brazil";"Serie Graffic";"Modisches Cap mit Sandwich-Einfassung, Klettverschluss, Umstickte Luftlöcher, Sieben Segmente";"100% Baumwolle";;Caps;;;;Konventionell;;;Baumwolle;CN;sg741.jpg
SG90;"California Visor Madame";"Serie Graffic";"Mit Klettverschluss, Die an zweiter Stelle genannte Farbe befindet sich innen, Mit Schweißband aus weißer Baumwolle";"100% Baumwolle";Damen;Caps;;;;Konventionell;;;Baumwolle;CN;sg90.jpg
SGWF550;"Herren Sport Poloshirt St. Georg Werne (bestickt)";"Fruit of the Loom";"100% Polyester, strukturiert für optimalen Feuchtigkeitstransport und schnelle Trocknung, 3-Knopfleiste mit gleichfarbigen Knöpfen, Gleichfarbiger Polokragen, Set-In Arme, Gedrucktes Nackenlabel für besseren Tragekomfort, Gleichfarbiges Nackenband";"100% Polyester";Herren;Poloshirts;;;;;;"140 g/m²";;;sgwf550.jpg
SGWF551;"Damen Sport Poloshirt St. Georg Werne (bestickt) ";"Fruit of the Loom";"100% Polyester, strukturiert für optimalen Feuchtigkeitstransport und schnelle Trocknung, Feminine Passform mit Seitennähten, 3-Knopfleiste mit gleichfarbigen Knöpfen, Gleichfarbiger Polokragen, Set-In Arme, Gedrucktes Nackenlabel für besseren Tragekomfort, Gleichfarbiges Nackenband";"100% Polyester";Damen;Poloshirts;;;;;;"140 g/m²";;;sgwf551.jpg
